GeoFips,GeoName,LineCode,Description,2019
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,82.3
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.4
29180,"Lafayette, LA (Metropolitan Statistical Area)",1,RPPs: All items,85.6
29180,"Lafayette, LA (Metropolitan Statistical Area)",2,  RPPs: Goods,95.7
29180,"Lafayette, LA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,64.3
29180,"Lafayette, LA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.2
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",1,RPPs: All items,89.8
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,95.2
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,78.9
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.2
29340,"Lake Charles, LA (Metropolitan Statistical Area)",1,RPPs: All items,88.6
29340,"Lake Charles, LA (Metropolitan Statistical Area)",2,  RPPs: Goods,96.4
29340,"Lake Charles, LA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,73
29340,"Lake Charles, LA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",1,RPPs: All items,89.3
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",2,  RPPs: Goods,93
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,73.2
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",4,  RPPs: Services: Other,99.2
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",1,RPPs: All items,93.5
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.6
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,86.1
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95.1
29540,"Lancaster, PA (Metropolitan Statistical Area)",1,RPPs: All items,98.1
29540,"Lancaster, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,98.9
29540,"Lancaster, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,96.7
29540,"Lancaster, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,97.9
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",1,RPPs: All items,90.4
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,95.3
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,80.4
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
29700,"Laredo, TX (Metropolitan Statistical Area)",1,RPPs: All items,86.1
29700,"Laredo, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,96.5
29700,"Laredo, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,67.3
29700,"Laredo, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
29740,"Las Cruces, NM (Metropolitan Statistical Area)",1,RPPs: All items,85.7
29740,"Las Cruces, NM (Metropolitan Statistical Area)",2,  RPPs: Goods,93
29740,"Las Cruces, NM (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,63.8
29740,"Las Cruces, NM (Metropolitan Statistical Area)",4,  RPPs: Services: Other,99.2
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1,RPPs: All items,96.9
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",2,  RPPs: Goods,93
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,100.5
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",4,  RPPs: Services: Other,99.2
29940,"Lawrence, KS (Metropolitan Statistical Area)",1,RPPs: All items,91.1
29940,"Lawrence, KS (Metropolitan Statistical Area)",2,  RPPs: Goods,94.7
29940,"Lawrence, KS (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,83.4
29940,"Lawrence, KS (Metropolitan Statistical Area)",4,  RPPs: Services: Other,92.2
30020,"Lawton, OK (Metropolitan Statistical Area)",1,RPPs: All items,87.6
30020,"Lawton, OK (Metropolitan Statistical Area)",2,  RPPs: Goods,96
30020,"Lawton, OK (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,70.7
30020,"Lawton, OK (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
30140,"Lebanon, PA (Metropolitan Statistical Area)",1,RPPs: All items,95.7
30140,"Lebanon, PA (Metropolitan Statistical Area)",2,  RPPs: Goods,98.9
30140,"Lebanon, PA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,85.8
30140,"Lebanon, PA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,97.9
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",1,RPPs: All items,90.8
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,75.2
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",1,RPPs: All items,96.1
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",2,  RPPs: Goods,99.1
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,81.5
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",4,  RPPs: Services: Other,103.8
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",1,RPPs: All items,90.6
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",2,  RPPs: Goods,96.8
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,78.6
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",4,  RPPs: Services: Other,90.5
30620,"Lima, OH (Metropolitan Statistical Area)",1,RPPs: All items,84
30620,"Lima, OH (Metropolitan Statistical Area)",2,  RPPs: Goods,95.4
30620,"Lima, OH (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,57.6
30620,"Lima, OH (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.4
30700,"Lincoln, NE (Metropolitan Statistical Area)",1,RPPs: All items,90.9
30700,"Lincoln, NE (Metropolitan Statistical Area)",2,  RPPs: Goods,94.6
30700,"Lincoln, NE (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,81.7
30700,"Lincoln, NE (Metropolitan Statistical Area)",4,  RPPs: Services: Other,92.2
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",1,RPPs: All items,87.7
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",2,  RPPs: Goods,96.4
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,69.7
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
30860,"Logan, UT-ID (Metropolitan Statistical Area)",1,RPPs: All items,90.9
30860,"Logan, UT-ID (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
30860,"Logan, UT-ID (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,76.7
30860,"Logan, UT-ID (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
30980,"Longview, TX (Metropolitan Statistical Area)",1,RPPs: All items,89.1
30980,"Longview, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,95.9
30980,"Longview, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,75.2
30980,"Longview, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.2
31020,"Longview, WA (Metropolitan Statistical Area)",1,RPPs: All items,96.4
31020,"Longview, WA (Metropolitan Statistical Area)",2,  RPPs: Goods,102.8
31020,"Longview, WA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,84.7
31020,"Longview, WA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,97.7
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1,RPPs: All items,118.8
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,105.7
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,169.5
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,106.9
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1,RPPs: All items,89.6
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",2,  RPPs: Goods,96.6
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,74.9
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,90.5
31180,"Lubbock, TX (Metropolitan Statistical Area)",1,RPPs: All items,91
31180,"Lubbock, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,96.2
31180,"Lubbock, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,82.5
31180,"Lubbock, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
31340,"Lynchburg, VA (Metropolitan Statistical Area)",1,RPPs: All items,90.2
31340,"Lynchburg, VA (Metropolitan Statistical Area)",2,  RPPs: Goods,96.4
31340,"Lynchburg, VA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,72.2
31340,"Lynchburg, VA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95.1
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1,RPPs: All items,87.4
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",2,  RPPs: Goods,95.9
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,63.2
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95.1
31460,"Madera, CA (Metropolitan Statistical Area)",1,RPPs: All items,94.7
31460,"Madera, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,98.2
31460,"Madera, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,80.6
31460,"Madera, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,102.2
31540,"Madison, WI (Metropolitan Statistical Area)",1,RPPs: All items,96.4
31540,"Madison, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,95.3
31540,"Madison, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,108.9
31540,"Madison, WI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.2
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1,RPPs: All items,107.6
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",2,  RPPs: Goods,101.1
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,118.6
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",4,  RPPs: Services: Other,107.8
31740,"Manhattan, KS (Metropolitan Statistical Area)",1,RPPs: All items,90.5
31740,"Manhattan, KS (Metropolitan Statistical Area)",2,  RPPs: Goods,93.9
31740,"Manhattan, KS (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,85.3
31740,"Manhattan, KS (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.1
31860,"Mankato, MN (Metropolitan Statistical Area)",1,RPPs: All items,91.6
31860,"Mankato, MN (Metropolitan Statistical Area)",2,  RPPs: Goods,93.9
31860,"Mankato, MN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,88.5
31860,"Mankato, MN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.1
31900,"Mansfield, OH (Metropolitan Statistical Area)",1,RPPs: All items,83.7
31900,"Mansfield, OH (Metropolitan Statistical Area)",2,  RPPs: Goods,95.4
31900,"Mansfield, OH (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,56.5
31900,"Mansfield, OH (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.4
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1,RPPs: All items,82.2
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,96.5
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,56.8
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
32780,"Medford, OR (Metropolitan Statistical Area)",1,RPPs: All items,98.2
32780,"Medford, OR (Metropolitan Statistical Area)",2,  RPPs: Goods,98.2
32780,"Medford, OR (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,93.3
32780,"Medford, OR (Metropolitan Statistical Area)",4,  RPPs: Services: Other,102.2
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1,RPPs: All items,89.6
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",2,  RPPs: Goods,96.7
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,75.6
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",4,  RPPs: Services: Other,90.5
32900,"Merced, CA (Metropolitan Statistical Area)",1,RPPs: All items,96.7
32900,"Merced, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,98.2
32900,"Merced, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,86.5
32900,"Merced, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,102.2
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",1,RPPs: All items,111.7
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,103.5
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,132.5
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,105.8
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1,RPPs: All items,84.6
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,94.6
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,63.7
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,90.3
33220,"Midland, MI (Metropolitan Statistical Area)",1,RPPs: All items,89.1
33220,"Midland, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,95.4
33220,"Midland, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,74.3
33220,"Midland, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.4
33260,"Midland, TX (Metropolitan Statistical Area)",1,RPPs: All items,98.8
33260,"Midland, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,96.2
33260,"Midland, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,122.7
33260,"Midland, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1,RPPs: All items,94.6
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,96.3
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,92.2
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,94.1
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1,RPPs: All items,102.9
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,  RPPs: Goods,104.9
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,111.3
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,97.1
33540,"Missoula, MT (Metropolitan Statistical Area)",1,RPPs: All items,95.4
33540,"Missoula, MT (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
33540,"Missoula, MT (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,93.5
33540,"Missoula, MT (Metropolitan Statistical Area)",4,  RPPs: Services: Other,93.9
33660,"Mobile, AL (Metropolitan Statistical Area)",1,RPPs: All items,85.3
33660,"Mobile, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.4
33660,"Mobile, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,61.6
33660,"Mobile, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,90.5
33700,"Modesto, CA (Metropolitan Statistical Area)",1,RPPs: All items,101
33700,"Modesto, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,98.2
33700,"Modesto, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,104.8
33700,"Modesto, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,102.2
33740,"Monroe, LA (Metropolitan Statistical Area)",1,RPPs: All items,83.3
33740,"Monroe, LA (Metropolitan Statistical Area)",2,  RPPs: Goods,95.8
33740,"Monroe, LA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,56.9
33740,"Monroe, LA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.2
33780,"Monroe, MI (Metropolitan Statistical Area)",1,RPPs: All items,90.4
33780,"Monroe, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,97.7
33780,"Monroe, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,72.2
33780,"Monroe, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95.7
33860,"Montgomery, AL (Metropolitan Statistical Area)",1,RPPs: All items,87.8
33860,"Montgomery, AL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.7
33860,"Montgomery, AL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,69.1
33860,"Montgomery, AL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,90.5
34060,"Morgantown, WV (Metropolitan Statistical Area)",1,RPPs: All items,89.8
34060,"Morgantown, WV (Metropolitan Statistical Area)",2,  RPPs: Goods,92.5
34060,"Morgantown, WV (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,77.8
34060,"Morgantown, WV (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95
34100,"Morristown, TN (Metropolitan Statistical Area)",1,RPPs: All items,83.2
34100,"Morristown, TN (Metropolitan Statistical Area)",2,  RPPs: Goods,92.7
34100,"Morristown, TN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,60.1
34100,"Morristown, TN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,90.2
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",1,RPPs: All items,101.4
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2,  RPPs: Goods,102.8
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,104.6
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,97.7
34620,"Muncie, IN (Metropolitan Statistical Area)",1,RPPs: All items,85.7
34620,"Muncie, IN (Metropolitan Statistical Area)",2,  RPPs: Goods,95.4
34620,"Muncie, IN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,65.4
34620,"Muncie, IN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.4
34740,"Muskegon, MI (Metropolitan Statistical Area)",1,RPPs: All items,86.7
34740,"Muskegon, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,95.4
34740,"Muskegon, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,67.1
34740,"Muskegon, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.4
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",1,RPPs: All items,92.2
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2,  RPPs: Goods,95.5
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,85
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95.2
34900,"Napa, CA (Metropolitan Statistical Area)",1,RPPs: All items,120.8
34900,"Napa, CA (Metropolitan Statistical Area)",2,  RPPs: Goods,109.3
34900,"Napa, CA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,166.1
34900,"Napa, CA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,110.5
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",1,RPPs: All items,100.9
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.6
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,123.9
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95.1
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1,RPPs: All items,94.4
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",2,  RPPs: Goods,96.6
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,97.7
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",4,  RPPs: Services: Other,90.5
35100,"New Bern, NC (Metropolitan Statistical Area)",1,RPPs: All items,85.5
35100,"New Bern, NC (Metropolitan Statistical Area)",2,  RPPs: Goods,92.5
35100,"New Bern, NC (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,65.5
35100,"New Bern, NC (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",1,RPPs: All items,106.2
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",2,  RPPs: Goods,103.9
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,107.1
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",4,  RPPs: Services: Other,107.9
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1,RPPs: All items,93.1
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",2,  RPPs: Goods,96.3
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,90.6
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1,RPPs: All items,125.7
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",2,  RPPs: Goods,109.9
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,151.8
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,123.5
35660,"Niles, MI (Metropolitan Statistical Area)",1,RPPs: All items,85.9
35660,"Niles, MI (Metropolitan Statistical Area)",2,  RPPs: Goods,95.4
35660,"Niles, MI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,64.2
35660,"Niles, MI (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.4
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",1,RPPs: All items,100.8
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.5
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,119.9
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95.1
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",1,RPPs: All items,102.5
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",2,  RPPs: Goods,99.1
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,106.1
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",4,  RPPs: Services: Other,103.8
36100,"Ocala, FL (Metropolitan Statistical Area)",1,RPPs: All items,91.7
36100,"Ocala, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.6
36100,"Ocala, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,79.3
36100,"Ocala, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95.1
36140,"Ocean City, NJ (Metropolitan Statistical Area)",1,RPPs: All items,101.9
36140,"Ocean City, NJ (Metropolitan Statistical Area)",2,  RPPs: Goods,100.5
36140,"Ocean City, NJ (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,106.8
36140,"Ocean City, NJ (Metropolitan Statistical Area)",4,  RPPs: Services: Other,100.3
36220,"Odessa, TX (Metropolitan Statistical Area)",1,RPPs: All items,95.1
36220,"Odessa, TX (Metropolitan Statistical Area)",2,  RPPs: Goods,96.5
36220,"Odessa, TX (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,99.7
36220,"Odessa, TX (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",1,RPPs: All items,94.3
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",2,  RPPs: Goods,93.4
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,89.8
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",4,  RPPs: Services: Other,98.8
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",1,RPPs: All items,89.8
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",2,  RPPs: Goods,96.3
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,76.7
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",4,  RPPs: Services: Other,91.3
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",1,RPPs: All items,108.5
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",2,  RPPs: Goods,106.6
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,118.5
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,104.6
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",1,RPPs: All items,91.7
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",2,  RPPs: Goods,94.6
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,85.2
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",4,  RPPs: Services: Other,92.2
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1,RPPs: All items,99
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",2,  RPPs: Goods,96.5
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,109.5
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",4,  RPPs: Services: Other,95.1
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",1,RPPs: All items,89.1
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",2,  RPPs: Goods,95.4
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",3,  RPPs: Services: Rents,74.1
