RegionID,SizeRank,RegionName,RegionType,StateName,1/31/19,2/28/19,3/31/19,4/30/19,5/31/19,6/30/19,7/31/19,8/31/19,9/30/19,10/31/19,11/30/19,12/31/19,1/31/20,2/29/20,3/31/20,4/30/20,5/31/20,6/30/20,7/31/20,8/31/20,9/30/20,10/31/20,11/30/20,12/31/20,1/31/21,2/28/21,3/31/21,4/30/21,5/31/21,6/30/21,7/31/21,8/31/21,9/30/21
394984,754,"Plainview, TX",Msa,TX,113577,113834,114104,114483,114930,115382,115789,116225,116692,117052,117222,117293,117317,117095,116925,116569,116480,116363,116612,116674,116812,117064,117870,118581,119079,119715,120326,120411,120349,120359,121032,121590,
394385,755,"Big Spring, TX",Msa,TX,138900,138892,139892,140826,141858,143503,144706,145862,147727,149612,151100,150391,150864,150236,150422,150266,150736,150847,150536,150016,150520,151550,154725,157878,161021,162851,163897,164629,165251,166624,168065,169184,
394777,756,"Laurinburg, NC",Msa,NC,82261,82389,82650,82891,83249,83547,83806,83977,84056,83994,83871,83738,83658,83809,84031,84449,84786,85103,85392,85454,85519,85504,85986,86553,87123,87773,88374,89190,89806,90561,91338,92054,
394535,757,"Dixon, IL",Msa,IL,101742,101960,102238,102505,102854,103165,103560,103930,104396,104933,105167,105239,105161,105273,105396,105487,105256,104860,104559,104534,104695,104922,105968,107024,108074,108391,108631,108944,109673,110562,111473,112059,114625
394315,758,"Alexandria, MN",Msa,MN,208396,209535,210658,211715,212625,213487,214707,215958,217416,218535,218979,219222,219266,218973,218659,218198,218946,219821,221048,221547,222569,224305,226071,227315,228002,230083,234807,238617,242173,244572,249087,253946,258749
394915,759,"Newport, TN",Msa,TN,120874,121399,121832,122389,123048,123588,124194,124467,124722,124898,125303,125947,126560,128082,129500,130918,131283,132193,132891,133239,133439,133543,134830,136046,137121,137510,136860,136840,137218,138590,139920,140584,143411
394522,760,"DeRidder, LA",Msa,LA,144927,145421,145725,146339,146939,147762,148306,148841,149173,149344,149069,149435,149800,150762,151215,151738,151699,151689,151702,151744,152973,154683,156943,158384,159561,160629,161316,161922,162317,162853,163314,163872,165437
394781,761,"Lebanon, MO",Msa,MO,124729,125225,125829,126440,127123,127815,128303,128740,129257,129821,130137,130280,130388,130994,130808,130779,130351,130718,131001,131187,131341,131619,132538,133585,134489,135269,136238,137275,138282,139219,140179,140961,143910
394481,762,"Coffeyville, KS",Msa,KS,75737,75724,75998,76348,76755,76795,76876,76841,76716,76639,76539,76478,76251,76038,76092,76226,76484,76539,76698,76981,76978,76897,76966,77542,78051,78554,78979,79416,79838,80282,80837,81252,83050
395084,763,"Seneca Falls, NY",Msa,NY,119092,119599,120111,120616,121114,121516,121834,122230,122731,123278,124047,124816,125592,125793,125986,126062,126511,126896,127389,127377,127374,127411,128346,129326,130348,131413,132510,133556,134649,135725,136912,137634,139537
394835,765,"Martin, TN",Msa,TN,108515,108265,108567,108913,109310,109589,109829,110011,110236,110371,110587,110816,111256,111829,112494,113019,113270,113489,113550,113637,113446,113723,114427,115544,116449,117400,118246,118967,119941,120881,121926,122059,
395141,766,"Susanville, CA",Msa,CA,195942,195989,196141,196708,197623,198341,198343,197930,197639,197814,197841,197858,197940,198226,198873,199505,199820,199782,200349,201188,202049,202975,204400,205989,207066,209089,211324,213733,216229,218694,222051,224315,
394417,767,"Brookhaven, MS",Msa,MS,140269,140759,141515,142368,142646,142704,142801,143086,142892,142994,143299,144834,146102,146963,147123,147378,147853,148180,148434,148099,147532,146923,147220,147755,148300,149332,150554,151827,152357,152767,153531,154174,156096
394335,768,"Arcadia, FL",Msa,FL,141342,142021,142687,143171,143803,144458,144961,145350,145756,146301,147103,147997,148998,149541,150029,150479,151495,152467,153517,153838,154355,154910,156145,157299,158428,159745,161123,162427,164383,166261,168331,169461,
395150,769,"Taylorville, IL",Msa,IL,102315,102794,103274,103719,104148,104496,104819,105169,105500,105920,105955,105958,105929,106252,106580,106862,106680,106503,106277,106235,106221,106168,106544,106891,107315,107660,107987,108170,108239,108385,108695,109088,
394525,770,"Decatur, IN",Msa,IN,135611,136311,137021,137706,138427,139153,139794,140305,140442,141061,141562,142369,142662,142958,143289,143584,143994,144515,145079,145620,146089,146511,147764,149071,150419,151560,152614,153755,154626,155574,156471,157095,
753894,771,"Junction City, KS",Msa,KS,142281,142727,143240,143813,144299,144804,145219,145354,145251,145193,145427,145823,146352,146621,146892,146968,147120,147226,147394,147767,148037,148300,149285,150423,151605,152292,153047,153719,154441,155217,156181,156861,
394557,772,"Effingham, IL",Msa,IL,133498,133905,134238,134899,135572,136173,136730,137138,137673,138068,138215,138285,138253,138610,138931,139450,139310,139192,138955,138971,139081,139360,140571,141849,142693,143133,143419,144086,144560,145074,145640,146276,
395184,773,"Valley, AL",Msa,AL,78490,78541,78676,78822,78809,78749,78955,79091,79279,79456,79820,80310,80762,81133,81395,81435,81618,81647,81946,82437,83158,84033,84831,85424,85975,86393,86941,87471,88487,89329,89892,90077,91829
394430,774,"Butte, MT",Msa,MT,163345,164097,164643,165455,166125,166874,167453,167750,168233,168773,169934,170917,172085,172321,172634,172725,173680,174649,175709,175611,175675,175699,177974,180153,182638,184984,186985,188751,190389,192518,194849,196450,
394331,775,"Angola, IN",Msa,IN,169764,170670,171412,172254,173088,173928,174764,175473,177634,178361,179056,178333,178773,179067,179364,179703,180211,180318,180475,180588,181205,181993,183908,185759,187481,188885,190403,191691,192774,193929,195516,196611,
394536,778,"Dodge City, KS",Msa,KS,124639,125328,126163,126720,127119,127322,127764,128530,129350,130186,129995,129765,129299,129457,129618,129679,129775,130031,130521,131302,131629,132610,134146,136083,137292,138131,138898,139782,140431,141340,142298,143346,
